0.000068,0.002255,0.081276,0.000000,0.238150,0.183491,0.365581,0.214173,0.210675,0.022867,0.516769,0.437886,0.446149,0.329248,0.001399,0.003246,0.000018,0.155717,0.000227,0.461505,0.008101,0.001009,0.464322,0.056817,0.000067,0.036629,0.000906,0.567429,0.000002,0.011588,0.007208,0.343324,0.000110,0.000000,0.361948,0.000000,0.001278,0.000020,0.000289,0.002408,0.000271,0.000245,0.000182,0.052648,0.008655,0.153348,0.102166,0.001165,0.198991,0.064863,0.007157,0.000039,0.029301,0.001084,0.136698,0.131708,0.000441,0.394958,0.001943,0.000196,0.008851,0.006146,0.007754,0.160714,0.000666,0.174109,0.107123,0.054004,0.000015,0.356377,0.319505,0.005845,0.000068,0.024629,0.007140,0.043164,0.132633,0.000968,0.263551,0.000036,0.254298,0.088806,0.010071,0.014248,0.000224,0.127297,0.434775,0.001142,0.000460,0.074943,0.000710,0.151613,0.013907,0.000000,0.095746,0.212021,0.000171,0.187600,0.019725,0.417281,1.000000
0.000102,0.030574,0.023729,0.000000,0.161408,0.147441,0.183595,0.133593,0.112999,0.004376,0.270586,0.264778,0.302693,0.160128,0.049629,0.007906,0.000000,0.083320,0.000039,0.078618,0.001319,0.003265,0.325561,0.235818,0.000445,0.052952,0.001863,0.115841,0.000003,0.029787,0.001262,0.000580,0.001304,0.000000,0.170883,0.000007,0.030248,0.000044,0.000000,0.043033,0.000144,0.185353,0.000086,0.103891,0.029995,0.155929,0.008069,0.006602,0.041513,0.816122,0.001872,0.000002,0.098132,0.009485,0.505771,0.036806,0.056961,0.048569,0.039368,0.000864,0.356867,0.004044,0.140393,1.000000,0.001568,0.313491,0.310083,0.052565,0.000002,0.414085,0.209058,0.015689,0.001783,0.539625,0.067896,0.055048,0.225172,0.003936,0.454999,0.000040,0.056795,0.132585,0.025881,0.126055,0.120001,0.540945,0.014718,0.031796,0.001654,0.174127,0.000261,0.244357,0.093022,0.000000,0.152902,0.325784,0.000294,0.031506,0.019988,0.041147,0.000000
0.000046,0.000000,0.069799,0.000000,0.116586,0.071008,0.130587,0.108649,0.053588,0.015993,0.143006,0.125627,0.112402,0.139109,0.000019,0.001832,0.000000,0.120174,0.000024,0.108244,0.202732,0.000008,0.216454,0.129395,0.000002,0.001646,0.001167,0.120942,0.000000,0.000045,0.259354,0.000069,0.000003,0.000000,0.174234,0.000002,0.000020,0.000012,0.000001,0.000033,0.003624,0.005796,0.000004,0.004421,0.007559,0.134328,0.000199,0.001684,0.146446,0.454006,0.089187,0.000006,0.021660,0.002896,0.599279,0.223180,0.000044,0.219068,0.011492,0.000013,0.268298,0.005987,0.072765,0.343146,0.000192,0.199838,0.066515,0.036056,0.000004,0.337027,0.128725,0.000000,0.010011,0.564963,0.000072,0.036508,0.125946,0.000033,0.382039,0.000000,0.057116,0.085598,0.000505,0.055508,0.013423,0.562077,0.027937,0.000000,0.005017,0.113053,0.000227,0.158551,0.000092,0.000000,0.035263,0.171058,0.000206,0.036561,0.000694,0.047577,0.000000
0.025234,0.000002,0.015510,0.000000,0.115514,0.047238,0.080603,0.086711,0.028531,0.024215,0.098008,0.050783,0.090041,0.092054,0.000000,0.002225,0.000000,0.005959,0.000025,0.049428,0.082706,0.000000,0.111080,0.009111,0.000000,0.000626,0.891490,0.216745,0.000024,0.000054,0.056803,0.000376,0.000000,0.000000,0.067928,0.000009,0.000007,1.000000,0.000000,0.000035,0.000016,0.004791,0.000000,0.080138,0.002252,0.000000,0.000063,0.002909,0.188379,0.194341,0.000000,0.000012,0.037031,0.206008,0.275536,0.002776,0.000000,0.008521,0.001691,0.261891,0.049997,0.000268,0.017730,0.093483,0.000000,0.000000,0.025347,0.017123,0.000000,0.128957,0.048293,0.000107,0.000115,0.294602,0.000000,0.010792,0.000000,0.000000,0.225878,0.201935,0.001594,0.064874,0.000108,0.132827,0.005597,0.281732,0.003927,0.000000,0.000764,0.000000,0.000985,0.006253,0.000337,0.000000,0.008895,0.000000,0.053312,0.162830,0.000440,0.078391,0.000000
0.000158,0.097391,0.017184,0.000000,0.059791,0.070613,0.098256,0.052441,0.048751,0.004145,0.115135,0.096931,0.086861,0.101131,0.069110,0.000176,0.000000,0.300924,0.000041,0.036584,0.001003,0.056773,0.185506,0.200678,0.000615,0.016307,0.001177,0.060433,0.000000,0.158236,0.000140,0.001293,0.008972,0.000002,0.184484,0.000007,0.051790,0.000161,0.000000,0.071510,0.000003,0.029330,0.021566,0.024797,0.040171,0.235926,0.002351,0.015935,0.039357,0.136092,0.101736,0.000001,0.041026,0.001502,0.122336,0.025284,0.013644,0.138369,0.028425,0.000283,0.129937,0.010368,0.085253,0.364142,0.005504,0.227168,0.440576,0.162761,0.000005,0.326935,0.110928,0.288604,0.003050,0.299269,0.332665,0.106012,0.395607,0.036964,0.076307,0.000029,0.003881,0.426218,0.000683,0.016326,0.150874,0.118577,0.006514,0.069443,0.014159,0.135938,0.000499,0.167371,0.076741,0.000000,0.003112,0.464654,0.000463,0.009899,0.140761,0.063658,0.000000
0.000106,0.031166,0.053483,0.000000,0.104653,0.078769,0.059699,0.050029,0.098619,0.018369,0.088910,0.063567,0.072017,0.075438,0.008817,1.000000,0.000000,0.079511,0.000011,0.103063,0.005705,0.002506,0.039090,0.095816,0.000924,0.002013,0.000427,0.047274,0.000000,0.239393,0.005771,0.001955,0.000044,1.000000,0.053262,0.000007,0.002067,0.000020,0.000000,0.008366,0.407886,0.079072,0.000738,0.054800,0.213379,0.292548,0.008554,0.047661,0.144116,0.028874,0.003172,0.000007,0.345233,0.001704,0.030150,0.106342,0.001799,0.021929,0.088600,0.000067,0.144138,0.005273,0.061121,0.316396,0.003938,0.389984,0.084567,0.278643,0.000003,0.243041,0.065514,0.008996,0.001627,0.783948,0.078652,0.276633,0.304764,0.004958,0.035830,0.000056,0.022882,0.154334,0.011216,0.464737,0.781988,0.025953,0.061839,0.009784,0.000955,0.051016,0.000318,0.252972,0.009654,0.000000,0.112091,0.391931,0.000059,0.002283,0.030936,0.059836,0.000000
0.000097,0.037960,0.029321,0.000027,0.113881,0.073771,0.122897,0.107592,0.099687,0.006587,0.211126,0.177387,0.199821,0.120639,0.003088,0.022642,0.000127,0.070207,0.000006,0.227197,0.005224,0.005845,0.203978,0.039983,0.003535,0.031432,0.003463,0.271159,0.000310,0.343155,0.005380,0.059387,0.000487,0.000000,0.169156,0.000012,0.008810,0.000489,0.000277,0.031361,0.000244,0.000205,0.007688,0.105751,0.001773,0.233834,0.091165,0.048951,0.263540,0.014769,0.001689,0.000002,0.056697,0.038781,0.024156,0.063038,0.013482,0.060101,0.004773,0.000363,0.073034,0.011478,0.044971,0.276339,0.001121,0.327368,0.085396,0.034509,0.000005,0.303668,0.127672,0.020023,0.000795,0.172775,0.068085,0.033741,0.182019,0.004646,0.065110,0.000078,0.323226,0.094811,0.083571,0.050480,0.015257,0.031417,0.181956,0.024277,0.000681,0.019457,0.000394,0.277833,0.602101,0.000000,0.002620,0.317895,0.000423,0.050457,0.547900,0.207262,1.000000
0.000041,0.009381,0.027414,0.000000,0.099825,0.059046,0.086656,0.060376,0.063738,0.012231,0.112727,0.108148,0.138242,0.084485,0.000465,0.002814,0.000014,0.049012,0.000030,0.084811,0.021604,0.002115,0.139283,0.088766,0.000427,0.030883,0.001849,0.104863,0.000013,0.106819,0.024987,0.007883,0.000621,0.000000,0.238256,0.000005,0.006334,0.000411,0.000010,0.014095,0.001068,0.002821,0.000607,0.173841,0.002837,0.293708,0.040174,0.098123,0.195475,0.140181,0.006877,0.000032,0.067224,0.000839,0.233983,0.076624,0.002739,0.004443,0.003737,0.000318,0.129945,0.040201,0.090762,0.335136,0.001185,0.530590,0.116427,0.039405,0.000018,0.289856,0.083566,0.007400,0.000893,0.154828,0.017900,0.053239,0.207367,0.001126,0.082972,0.000014,0.442934,0.128526,0.101287,0.042524,0.001467,0.150230,0.354721,0.007681,0.000399,0.016325,0.000345,0.421432,0.050265,0.000000,0.007349,0.486645,0.000197,0.035440,0.111432,0.146801,1.000000
0.000231,0.006822,0.003435,0.000001,0.023500,0.043027,0.073290,0.033850,0.024339,0.000000,0.069131,0.118435,0.096013,0.060125,0.007727,0.000005,0.000000,0.063854,0.000591,0.086475,0.000016,0.004155,0.086235,0.059973,0.213001,0.057495,0.000209,0.103210,0.002290,0.007511,0.000063,0.000011,0.000025,0.000000,0.097326,0.000053,0.010429,0.000065,0.000000,0.014018,0.000002,0.000005,0.000069,0.093123,0.145920,0.205501,0.015070,0.001465,0.031303,0.079549,0.005248,0.000035,0.046659,0.000001,0.109554,0.030415,0.001091,0.011258,0.000158,0.000186,0.126219,0.006032,0.018709,0.564279,0.001680,0.255902,0.327512,0.112885,0.000012,0.272529,0.055525,0.027436,0.005267,0.035156,0.021431,0.102849,0.143389,0.002392,0.088149,0.000012,0.007027,0.138414,0.018794,0.015236,0.000010,0.079742,0.000045,0.005224,0.000164,0.008133,0.000109,0.153487,0.005025,0.000000,0.065546,0.199384,0.000338,0.039698,0.027458,0.074253,0.000000
0.000293,0.001513,0.016356,0.000000,0.172098,0.094730,0.083807,0.052720,0.118622,0.006046,0.105208,0.140717,0.143915,0.120428,0.000792,0.000176,0.000001,0.121769,0.000004,0.261598,0.066952,0.000204,0.032985,0.137037,0.000015,0.020234,0.002317,0.076398,0.000000,0.028744,0.015268,0.000484,0.000230,0.000000,0.092639,0.000004,0.000911,0.000190,0.000000,0.002018,0.000078,0.126565,0.000084,0.023788,0.609860,0.465823,0.001943,0.012830,0.055077,0.141698,0.020158,1.000000,0.015668,0.000061,0.069282,0.091086,0.000377,0.010288,0.011344,0.000209,0.293750,0.028078,0.164505,0.306406,0.002753,0.535567,0.346833,0.133547,0.000000,0.369760,0.163033,0.000645,0.001396,0.193843,0.002094,0.156662,0.621884,0.000533,0.050478,0.000087,0.134778,0.212327,1.000000,0.062195,0.068274,0.080995,0.292971,0.002960,1.000000,1.000000,0.403194,0.317169,0.048470,0.000000,0.508428,0.654297,0.000120,0.016286,0.006371,0.178117,0.000000
